TCFG,UserDate,Value,trend,change,dummy,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,Dummy7,Ez1,Ez2,Ez3,Ez4,Ez5,Ez6,Ez7,Ez8,Ez9,Ez10,Ez11,Ez12,Ez13,Ez14,Ez15,Ez16,Ez17,Ez18,Ez19,Ez20,Ez21,Ez22,Ez23,Ez24,Ez25,Ez26,Ez27,Ez28,Ez29,Ez30,Ez31,Ez32,Ez33,Ez34,Ez35,Ez36,Ez37,Ez38,Ez39,Ez40,Ez41,Ez42,Ez43,Ez44,Ez45,Ez46,Ez47,Ez48,Ez49,Ez50,Ez51,Ez52,Ez53,Ez54,Ez55,Ez56,Ez57,Ez58
tcfg NDX,1986-09-17,272.779999,U,0.410619097874,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.6250,0.4167,0.3125,0.2500,0.2083,0.1786,0.1562,0.1389,0.1250,0.1136,0.1042,0.0962,0.0893,0.0833,0.0781,0.0735,0.0694,0.0658,0.0625,0.0595,0.0568,0.0543,0.0521,0.0500,0.0481,0.0463,0.0446,0.0431,0.0417,0.0403,0.0391,0.0379,0.0368,0.0357,0.0347,0.0338,0.0329,0.0321,0.0312,0.0305,0.0298,0.0291,0.0284,0.0278,0.0272,0.0266,0.0260,0.0255,0.0250,0.0245,0.0240,0.0236,0.0231,0.0227,0.0223,0.0219,0.0216
tcfg NDX,1986-09-18,276.269989,U,0.564700581756,,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0.7500,0.5625,0.4500,0.3750,0.3214,0.2812,0.2500,0.2250,0.2045,0.1875,0.1731,0.1607,0.1500,0.1406,0.1324,0.1250,0.1184,0.1125,0.1071,0.1023,0.0978,0.0938,0.0900,0.0865,0.0833,0.0804,0.0776,0.0750,0.0726,0.0703,0.0682,0.0662,0.0643,0.0625,0.0608,0.0592,0.0577,0.0563,0.0549,0.0536,0.0523,0.0511,0.0500,0.0489,0.0479,0.0469,0.0459,0.0450,0.0441,0.0433,0.0425,0.0417,0.0409,0.0402,0.0395,0.0388
tcfg NDX,1986-09-19,276.910004,U,0.115316168996,,1,1,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0.9167,0.7500,0.6000,0.5000,0.4286,0.3750,0.3333,0.3000,0.2727,0.2500,0.2308,0.2143,0.2000,0.1875,0.1765,0.1667,0.1579,0.1500,0.1429,0.1364,0.1304,0.1250,0.1200,0.1154,0.1111,0.1071,0.1034,0.1000,0.0968,0.0938,0.0909,0.0882,0.0857,0.0833,0.0811,0.0789,0.0769,0.0750,0.0732,0.0714,0.0698,0.0682,0.0667,0.0652,0.0638,0.0625,0.0612,0.0600,0.0588,0.0577,0.0566,0.0556,0.0545,0.0536,0.0526,0.0517
tcfg NDX,1986-09-22,280.23999,U,0.537956816414,,1,1,1,0.75,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,1.0000,0.9375,0.8000,0.7083,0.6071,0.5312,0.4722,0.4250,0.3864,0.3542,0.3269,0.3036,0.2833,0.2656,0.2500,0.2361,0.2237,0.2125,0.2024,0.1932,0.1848,0.1771,0.1700,0.1635,0.1574,0.1518,0.1466,0.1417,0.1371,0.1328,0.1288,0.1250,0.1214,0.1181,0.1149,0.1118,0.1090,0.1062,0.1037,0.1012,0.0988,0.0966,0.0944,0.0924,0.0904,0.0885,0.0867,0.0850,0.0833,0.0817,0.0802,0.0787,0.0773,0.0759,0.0746,0.0733
tcfg NDX,1986-09-23,279.130005,U,-0.195492742220,,1,1,1,1,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,1.0000,1.0000,0.8500,0.7500,0.6786,0.5938,0.5278,0.4750,0.4318,0.3958,0.3654,0.3393,0.3167,0.2969,0.2794,0.2639,0.2500,0.2375,0.2262,0.2159,0.2065,0.1979,0.1900,0.1827,0.1759,0.1696,0.1638,0.1583,0.1532,0.1484,0.1439,0.1397,0.1357,0.1319,0.1284,0.1250,0.1218,0.1187,0.1159,0.1131,0.1105,0.1080,0.1056,0.1033,0.1011,0.0990,0.0969,0.0950,0.0931,0.0913,0.0896,0.0880,0.0864,0.0848,0.0833,0.0819
tcfg NDX,1986-09-24,278.470001,U,-0.117677440875,,0,1,1,1,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.5000,0.6667,0.7500,0.6500,0.5833,0.5357,0.5000,0.4444,0.4000,0.3636,0.3333,0.3077,0.2857,0.2667,0.2500,0.2353,0.2222,0.2105,0.2000,0.1905,0.1818,0.1739,0.1667,0.1600,0.1538,0.1481,0.1429,0.1379,0.1333,0.1290,0.1250,0.1212,0.1176,0.1143,0.1111,0.1081,0.1053,0.1026,0.1000,0.0976,0.0952,0.0930,0.0909,0.0889,0.0870,0.0851,0.0833,0.0816,0.0800,0.0784,0.0769,0.0755,0.0741,0.0727,0.0714,0.0702,0.0690
tcfg NDX,1986-09-25,275.230011,U,-0.523935100298,,0,0,0.75,0.75,0.75,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.2500,0.3750,0.4500,0.4167,0.3929,0.3750,0.3333,0.3000,0.2727,0.2500,0.2308,0.2143,0.2000,0.1875,0.1765,0.1667,0.1579,0.1500,0.1429,0.1364,0.1304,0.1250,0.1200,0.1154,0.1111,0.1071,0.1034,0.1000,0.0968,0.0938,0.0909,0.0882,0.0857,0.0833,0.0811,0.0789,0.0769,0.0750,0.0732,0.0714,0.0698,0.0682,0.0667,0.0652,0.0638,0.0625,0.0612,0.0600,0.0588,0.0577,0.0566,0.0556,0.0545,0.0536,0.0526,0.0517
tcfg NDX,1986-09-26,275.170013,U,-0.010899179189,,0,0,0,0.75,0.75,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.1875,0.3000,0.2917,0.2857,0.2812,0.2778,0.2500,0.2273,0.2083,0.1923,0.1786,0.1667,0.1562,0.1471,0.1389,0.1316,0.1250,0.1190,0.1136,0.1087,0.1042,0.1000,0.0962,0.0926,0.0893,0.0862,0.0833,0.0806,0.0781,0.0758,0.0735,0.0714,0.0694,0.0676,0.0658,0.0641,0.0625,0.0610,0.0595,0.0581,0.0568,0.0556,0.0543,0.0532,0.0521,0.0510,0.0500,0.0490,0.0481,0.0472,0.0463,0.0455,0.0446,0.0439,0.0431
tcfg NDX,1986-09-29,271.070007,U,-0.632153578531,,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0500,0.0833,0.1071,0.1250,0.1389,0.1500,0.1364,0.1250,0.1154,0.1071,0.1000,0.0938,0.0882,0.0833,0.0789,0.0750,0.0714,0.0682,0.0652,0.0625,0.0600,0.0577,0.0556,0.0536,0.0517,0.0500,0.0484,0.0469,0.0455,0.0441,0.0429,0.0417,0.0405,0.0395,0.0385,0.0375,0.0366,0.0357,0.0349,0.0341,0.0333,0.0326,0.0319,0.0312,0.0306,0.0300,0.0294,0.0288,0.0283,0.0278,0.0273,0.0268,0.0263,0.0259
tcfg NDX,1986-09-30,274.98999,U,0.618799499594,,0,0,0,0,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0500,0.1667,0.1786,0.1875,0.1944,0.2000,0.2045,0.1875,0.1731,0.1607,0.1500,0.1406,0.1324,0.1250,0.1184,0.1125,0.1071,0.1023,0.0978,0.0938,0.0900,0.0865,0.0833,0.0804,0.0776,0.0750,0.0726,0.0703,0.0682,0.0662,0.0643,0.0625,0.0608,0.0592,0.0577,0.0563,0.0549,0.0536,0.0523,0.0511,0.0500,0.0489,0.0479,0.0469,0.0459,0.0450,0.0441,0.0433,0.0425,0.0417,0.0409,0.0402,0.0395,0.0388
tcfg NDX,1986-10-01,276.529999,U,0.272916028347,,1,1,0.25,0,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0.7500,0.5625,0.6000,0.6250,0.6429,0.5938,0.5556,0.5250,0.5000,0.4792,0.4423,0.4107,0.3833,0.3594,0.3382,0.3194,0.3026,0.2875,0.2738,0.2614,0.2500,0.2396,0.2300,0.2212,0.2130,0.2054,0.1983,0.1917,0.1855,0.1797,0.1742,0.1691,0.1643,0.1597,0.1554,0.1513,0.1474,0.1437,0.1402,0.1369,0.1337,0.1307,0.1278,0.1250,0.1223,0.1198,0.1173,0.1150,0.1127,0.1106,0.1085,0.1065,0.1045,0.1027,0.1009,0.0991
tcfg NDX,1986-10-02,276.440002,U,-0.016271120231,,1,1,0.25,0.25,0.25,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0.7500,0.6250,0.5500,0.5833,0.6071,0.5625,0.5278,0.5000,0.4773,0.4583,0.4423,0.4107,0.3833,0.3594,0.3382,0.3194,0.3026,0.2875,0.2738,0.2614,0.2500,0.2396,0.2300,0.2212,0.2130,0.2054,0.1983,0.1917,0.1855,0.1797,0.1742,0.1691,0.1643,0.1597,0.1554,0.1513,0.1474,0.1437,0.1402,0.1369,0.1337,0.1307,0.1278,0.1250,0.1223,0.1198,0.1173,0.1150,0.1127,0.1106,0.1085,0.1065,0.1045,0.1027,0.1009,0.0991
tcfg NDX,1986-10-03,277.109985,U,0.120590840611,,1,1,1,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,1.0000,0.8125,0.7000,0.7083,0.7143,0.7188,0.6667,0.6250,0.5909,0.5625,0.5385,0.5179,0.5000,0.4688,0.4412,0.4167,0.3947,0.3750,0.3571,0.3409,0.3261,0.3125,0.3000,0.2885,0.2778,0.2679,0.2586,0.2500,0.2419,0.2344,0.2273,0.2206,0.2143,0.2083,0.2027,0.1974,0.1923,0.1875,0.1829,0.1786,0.1744,0.1705,0.1667,0.1630,0.1596,0.1562,0.1531,0.1500,0.1471,0.1442,0.1415,0.1389,0.1364,0.1339,0.1316,0.1293
tcfg NDX,1986-10-06,278.230011,U,0.199383564892,,1,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,1.0000,0.9375,0.9000,0.8750,0.8571,0.8438,0.7778,0.7250,0.6818,0.6458,0.6154,0.5893,0.5667,0.5469,0.5147,0.4861,0.4605,0.4375,0.4167,0.3977,0.3804,0.3646,0.3500,0.3365,0.3241,0.3125,0.3017,0.2917,0.2823,0.2734,0.2652,0.2574,0.2500,0.2431,0.2365,0.2303,0.2244,0.2188,0.2134,0.2083,0.2035,0.1989,0.1944,0.1902,0.1862,0.1823,0.1786,0.1750,0.1716,0.1683,0.1651,0.1620,0.1591,0.1562,0.1535,0.1509
tcfg NDX,1986-10-07,276.51001,U,-0.299615343126,,0,0.75,0.75,1,0.75,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.3750,0.5000,0.6250,0.6500,0.5833,0.6071,0.6250,0.6389,0.6000,0.5682,0.5417,0.5192,0.5000,0.4833,0.4688,0.4412,0.4167,0.3947,0.3750,0.3571,0.3409,0.3261,0.3125,0.3000,0.2885,0.2778,0.2679,0.2586,0.2500,0.2419,0.2344,0.2273,0.2206,0.2143,0.2083,0.2027,0.1974,0.1923,0.1875,0.1829,0.1786,0.1744,0.1705,0.1667,0.1630,0.1596,0.1562,0.1531,0.1500,0.1471,0.1442,0.1415,0.1389,0.1364,0.1339,0.1316,0.1293
tcfg NDX,1986-10-08,278.529999,U,0.349843200592,,1,1,1,1,1,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,0.9583,0.9286,0.9062,0.8889,0.8250,0.7727,0.7292,0.6923,0.6607,0.6333,0.6094,0.5882,0.5694,0.5395,0.5125,0.4881,0.4659,0.4457,0.4271,0.4100,0.3942,0.3796,0.3661,0.3534,0.3417,0.3306,0.3203,0.3106,0.3015,0.2929,0.2847,0.2770,0.2697,0.2628,0.2562,0.2500,0.2440,0.2384,0.2330,0.2278,0.2228,0.2181,0.2135,0.2092,0.2050,0.2010,0.1971,0.1934,0.1898,0.1864,0.1830,0.1798,0.1767
tcfg NDX,1986-10-09,278.329987,U,-0.035889508418,,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,0.9583,0.9286,0.9062,0.8889,0.8750,0.8182,0.7708,0.7308,0.6964,0.6667,0.6406,0.6176,0.5972,0.5789,0.5500,0.5238,0.5000,0.4783,0.4583,0.4400,0.4231,0.4074,0.3929,0.3793,0.3667,0.3548,0.3438,0.3333,0.3235,0.3143,0.3056,0.2973,0.2895,0.2821,0.2750,0.2683,0.2619,0.2558,0.2500,0.2444,0.2391,0.2340,0.2292,0.2245,0.2200,0.2157,0.2115,0.2075,0.2037,0.2000,0.1964,0.1930,0.1897
tcfg NDX,1986-10-10,279.73999,U,0.248015377132,,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9643,0.9375,0.9167,0.9000,0.8864,0.8333,0.7885,0.7500,0.7167,0.6875,0.6618,0.6389,0.6184,0.6000,0.5714,0.5455,0.5217,0.5000,0.4800,0.4615,0.4444,0.4286,0.4138,0.4000,0.3871,0.3750,0.3636,0.3529,0.3429,0.3333,0.3243,0.3158,0.3077,0.3000,0.2927,0.2857,0.2791,0.2727,0.2667,0.2609,0.2553,0.2500,0.2449,0.2400,0.2353,0.2308,0.2264,0.2222,0.2182,0.2143,0.2105,0.2069
tcfg NDX,1986-10-13,281.350006,U,0.280081108059,,1,1,1,1,1,1,1,1,1,1,1,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9792,0.9231,0.8750,0.8333,0.7969,0.7647,0.7361,0.7105,0.6875,0.6667,0.6364,0.6087,0.5938,0.5800,0.5673,0.5556,0.5446,0.5345,0.5250,0.5161,0.5078,0.5000,0.4926,0.4857,0.4792,0.4730,0.4671,0.4615,0.4562,0.4512,0.4464,0.4419,0.4375,0.4333,0.4293,0.4202,0.4115,0.4031,0.3950,0.3873,0.3798,0.3726,0.3657,0.3591,0.3527,0.3465,0.3405
tcfg NDX,1986-10-14,281.929993,U,0.102708686096,,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9792,0.9615,0.9107,0.8667,0.8281,0.7941,0.7639,0.7368,0.7125,0.6905,0.6705,0.6413,0.6250,0.6100,0.5962,0.5833,0.5714,0.5603,0.5500,0.5403,0.5312,0.5227,0.5147,0.5071,0.5000,0.4932,0.4868,0.4808,0.4750,0.4695,0.4643,0.4593,0.4545,0.4500,0.4457,0.4415,0.4323,0.4235,0.4150,0.4069,0.3990,0.3915,0.3843,0.3773,0.3705,0.3640,0.3578
tcfg NDX,1986-10-15,284.200012,U,0.382159109394,,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9808,0.9286,0.8833,0.8438,0.8088,0.7778,0.7500,0.7250,0.7024,0.6818,0.6630,0.6458,0.6300,0.6154,0.6019,0.5893,0.5776,0.5667,0.5565,0.5469,0.5379,0.5294,0.5214,0.5139,0.5068,0.5000,0.4936,0.4875,0.4817,0.4762,0.4709,0.4659,0.4611,0.4565,0.4521,0.4479,0.4439,0.4350,0.4265,0.4183,0.4104,0.4028,0.3955,0.3884,0.3816,0.3750
tcfg NDX,1986-10-16,283.799988,U,-0.070261234348,,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9808,0.9643,0.9167,0.8750,0.8382,0.8056,0.7763,0.7500,0.7262,0.7045,0.6848,0.6667,0.6500,0.6346,0.6204,0.6071,0.5948,0.5833,0.5726,0.5625,0.5530,0.5441,0.5357,0.5278,0.5203,0.5132,0.5064,0.5000,0.4939,0.4881,0.4826,0.4773,0.4722,0.4674,0.4628,0.4583,0.4541,0.4500,0.4412,0.4327,0.4245,0.4167,0.4091,0.4018,0.3947,0.3879
tcfg NDX,1986-10-17,282.390015,U,-0.243423109671,,0,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0.0000,0.5000,0.6667,0.7500,0.8000,0.8333,0.8571,0.8750,0.8889,0.9000,0.9091,0.9167,0.9231,0.9107,0.8667,0.8281,0.7941,0.7639,0.7368,0.7125,0.6905,0.6705,0.6522,0.6354,0.6200,0.6058,0.5926,0.5804,0.5690,0.5583,0.5484,0.5391,0.5303,0.5221,0.5143,0.5069,0.5000,0.4934,0.4872,0.4813,0.4756,0.4702,0.4651,0.4602,0.4556,0.4511,0.4468,0.4427,0.4388,0.4350,0.4265,0.4183,0.4104,0.4028,0.3955,0.3884,0.3816,0.3750
tcfg NDX,1986-10-20,280.200012,U,-0.369429366232,,0,0,0.25,0.75,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0833,0.2500,0.4000,0.5000,0.5714,0.6250,0.6667,0.6750,0.6818,0.6875,0.6923,0.6964,0.6667,0.6406,0.6176,0.5972,0.5789,0.5625,0.5476,0.5341,0.5217,0.5104,0.5000,0.4904,0.4722,0.4554,0.4397,0.4250,0.4113,0.3984,0.3864,0.3750,0.3643,0.3542,0.3446,0.3355,0.3269,0.3187,0.3110,0.3036,0.2965,0.2898,0.2833,0.2772,0.2713,0.2656,0.2602,0.2550,0.2500,0.2452,0.2406,0.2361,0.2318,0.2277,0.2237,0.2198
tcfg NDX,1986-10-21,279.850006,U,-0.062375373274,,0,0,0,0.25,0.75,1,1,1,1,1,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0625,0.2000,0.3333,0.4286,0.5000,0.5556,0.6000,0.6136,0.6250,0.6346,0.6429,0.6167,0.5938,0.5735,0.5556,0.5395,0.5250,0.5119,0.5000,0.4891,0.4792,0.4700,0.4615,0.4537,0.4375,0.4224,0.4083,0.3952,0.3828,0.3712,0.3603,0.3500,0.3403,0.3311,0.3224,0.3141,0.3063,0.2988,0.2917,0.2849,0.2784,0.2722,0.2663,0.2606,0.2552,0.2500,0.2450,0.2402,0.2356,0.2311,0.2269,0.2227,0.2188,0.2149,0.2112
tcfg NDX,1986-10-22,280.600006,U,0.133204032475,,1,0,0,0.25,0.75,0.75,1,1,1,1,1,1,1,1,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,1.0000,0.5000,0.3333,0.3125,0.4000,0.4583,0.5357,0.5938,0.6389,0.6750,0.7045,0.7292,0.7500,0.7679,0.7667,0.7344,0.7059,0.6806,0.6579,0.6375,0.6190,0.6023,0.5870,0.5729,0.5600,0.5481,0.5370,0.5268,0.5086,0.4917,0.4758,0.4609,0.4470,0.4338,0.4214,0.4097,0.3986,0.3882,0.3782,0.3688,0.3598,0.3512,0.3430,0.3352,0.3278,0.3207,0.3138,0.3073,0.3010,0.2950,0.2892,0.2837,0.2783,0.2731,0.2682,0.2634,0.2588,0.2543
tcfg NDX,1986-10-23,284.299988,U,0.577896228687,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9844,0.9412,0.9028,0.8684,0.8375,0.8095,0.7841,0.7609,0.7396,0.7200,0.7019,0.6852,0.6696,0.6552,0.6417,0.6290,0.6172,0.6061,0.5956,0.5857,0.5764,0.5676,0.5592,0.5513,0.5437,0.5366,0.5298,0.5233,0.5170,0.5111,0.5054,0.5000,0.4948,0.4898,0.4850,0.4804,0.4760,0.4717,0.4676,0.4636,0.4554,0.4474,0.4397
tcfg NDX,1986-10-24,283.929993,U,-0.064979542667,,1,1,1,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,1.0000,1.0000,1.0000,0.9375,0.9000,0.8750,0.8929,0.9062,0.9167,0.9250,0.9318,0.9375,0.9423,0.9464,0.9500,0.9375,0.9265,0.8889,0.8553,0.8250,0.7976,0.7727,0.7500,0.7292,0.7100,0.6923,0.6759,0.6607,0.6466,0.6333,0.6210,0.6094,0.5985,0.5882,0.5786,0.5694,0.5608,0.5526,0.5449,0.5375,0.5305,0.5238,0.5174,0.5114,0.5056,0.5000,0.4947,0.4896,0.4847,0.4800,0.4755,0.4712,0.4670,0.4630,0.4591,0.4554,0.4474,0.4397
tcfg NDX,1986-10-27,283.519989,U,-0.072076397809,,0,1,1,0.75,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.0000,0.5000,0.6667,0.6875,0.7000,0.7083,0.7143,0.7500,0.7778,0.8000,0.8182,0.8333,0.8462,0.8571,0.8667,0.8750,0.8676,0.8333,0.8026,0.7750,0.7500,0.7273,0.7065,0.6875,0.6700,0.6538,0.6389,0.6250,0.6121,0.6000,0.5887,0.5781,0.5682,0.5588,0.5500,0.5417,0.5338,0.5263,0.5192,0.5125,0.5061,0.5000,0.4942,0.4886,0.4833,0.4783,0.4734,0.4688,0.4643,0.4600,0.4559,0.4519,0.4481,0.4444,0.4409,0.4375,0.4298,0.4224
tcfg NDX,1986-10-28,284.98999,U,0.253585624341,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9853,0.9722,0.9342,0.9000,0.8690,0.8409,0.8152,0.7917,0.7700,0.7500,0.7315,0.7143,0.6983,0.6833,0.6694,0.6562,0.6439,0.6324,0.6214,0.6111,0.6014,0.5921,0.5833,0.5750,0.5671,0.5595,0.5523,0.5455,0.5389,0.5326,0.5266,0.5208,0.5153,0.5100,0.5049,0.5000,0.4953,0.4907,0.4864,0.4821,0.4781,0.4741
tcfg NDX,1986-10-29,286.26001,U,0.219202643953,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9861,0.9737,0.9375,0.9048,0.8750,0.8478,0.8229,0.8000,0.7788,0.7593,0.7411,0.7241,0.7083,0.6935,0.6797,0.6667,0.6544,0.6429,0.6319,0.6216,0.6118,0.6026,0.5938,0.5854,0.5774,0.5698,0.5625,0.5556,0.5489,0.5426,0.5365,0.5306,0.5250,0.5196,0.5144,0.5094,0.5046,0.5000,0.4955,0.4912,0.4871
tcfg NDX,1986-10-30,289.559998,U,0.520041736738,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9868,0.9750,0.9643,0.9545,0.9457,0.9375,0.9300,0.9231,0.9167,0.9107,0.9052,0.9000,0.8952,0.8906,0.8864,0.8676,0.8500,0.8333,0.8176,0.8026,0.7885,0.7750,0.7622,0.7500,0.7384,0.7273,0.7167,0.7065,0.6968,0.6875,0.6786,0.6700,0.6618,0.6538,0.6462,0.6389,0.6318,0.6250,0.6184,0.6121
