TCFG,UserDate,Value,trend,change,dummy,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,Dummy7,Ez1,Ez2,Ez3,Ez4,Ez5,Ez6,Ez7,Ez8,Ez9,Ez10,Ez11,Ez12,Ez13,Ez14,Ez15,Ez16,Ez17,Ez18,Ez19,Ez20,Ez21,Ez22,Ez23,Ez24,Ez25,Ez26,Ez27,Ez28,Ez29,Ez30,Ez31,Ez32,Ez33,Ez34,Ez35,Ez36,Ez37,Ez38,Ez39,Ez40,Ez41,Ez42,Ez43,Ez44,Ez45,Ez46,Ez47,Ez48,Ez49,Ez50,Ez51,Ez52,Ez53,Ez54,Ez55,Ez56,Ez57,Ez58
tcfg CAC40,2007-12-11,5724.759766,D,-0.223600806618,,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9821,0.9667,0.9531,0.9412,0.9306,0.9211,0.9125,0.9048,0.8750,0.8478,0.8229,0.8000,0.7788,0.7593,0.7411,0.7241,0.7250,0.7258,0.7266,0.7273,0.7279,0.7286,0.7292,0.7297,0.7303,0.7308,0.7312,0.7317,0.7321,0.7326,0.7330,0.7333,0.7337,0.7340,0.7344,0.7347,0.7350,0.7353,0.7356,0.7358,0.7361,0.7364,0.7366,0.7368,0.7371
tcfg CAC40,2007-12-12,5743.319824,D,0.160698255253,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0,0.0000,0.5000,0.6667,0.7500,0.8000,0.8333,0.8571,0.8750,0.8889,0.9000,0.9091,0.9167,0.9231,0.9286,0.9167,0.9062,0.8971,0.8889,0.8816,0.8750,0.8690,0.8636,0.8370,0.8125,0.7900,0.7692,0.7500,0.7321,0.7155,0.7000,0.7016,0.7031,0.7045,0.7059,0.7071,0.7083,0.7095,0.7105,0.7115,0.7125,0.7134,0.7143,0.7151,0.7159,0.7167,0.7174,0.7181,0.7188,0.7194,0.7200,0.7206,0.7212,0.7217,0.7222,0.7227,0.7232,0.7237,0.7241
tcfg CAC40,2007-12-13,5590.910156,D,-0.868475610961,,0,0,0,0.25,0.25,0.75,0.75,0.75,0.75,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0.75,0.75,0.25,0.25,0,0.0000,0.0000,0.0000,0.0625,0.1000,0.2083,0.2857,0.3438,0.3889,0.4500,0.4773,0.5000,0.5192,0.5357,0.5500,0.5312,0.5147,0.5000,0.4868,0.4750,0.4643,0.4545,0.4457,0.4271,0.4100,0.3942,0.3796,0.3661,0.3534,0.3417,0.3387,0.3359,0.3333,0.3309,0.3286,0.3264,0.3243,0.3224,0.3205,0.3187,0.3171,0.3155,0.3256,0.3352,0.3444,0.3533,0.3617,0.3698,0.3776,0.3850,0.3922,0.3894,0.3868,0.3843,0.3818,0.3795,0.3772,0.3750
tcfg CAC40,2007-12-14,5605.359863,D,0.128510456117,,0,0,0,0.25,0.25,0.25,0.75,0.75,0.75,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.25,0.25,0.75,0.75,0.25,0.25,0,0.0000,0.0000,0.0000,0.0625,0.1000,0.1250,0.2143,0.2812,0.3333,0.4000,0.4318,0.4583,0.4808,0.5000,0.5167,0.5000,0.4853,0.4722,0.4605,0.4500,0.4405,0.4318,0.4239,0.4167,0.4000,0.3846,0.3704,0.3571,0.3448,0.3333,0.3226,0.3203,0.3182,0.3162,0.3143,0.3125,0.3108,0.3092,0.3077,0.3063,0.3049,0.3036,0.3140,0.3239,0.3333,0.3424,0.3511,0.3594,0.3673,0.3750,0.3824,0.3798,0.3774,0.3750,0.3727,0.3705,0.3684,0.3664
tcfg CAC40,2007-12-17,5514.879883,D,-0.667978779799,,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0357,0.0625,0.0833,0.1000,0.1591,0.2083,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2375,0.2262,0.2159,0.2065,0.1979,0.1900,0.1827,0.1759,0.1696,0.1638,0.1583,0.1532,0.1484,0.1515,0.1544,0.1571,0.1597,0.1622,0.1645,0.1667,0.1688,0.1707,0.1726,0.1744,0.1761,0.1778,0.1793,0.1809,0.1823,0.1837,0.1850,0.1863,0.1875,0.1887,0.1898,0.1909,0.1920,0.1930,0.1940
tcfg CAC40,2007-12-18,5509.370117,D,-0.049912126159,,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0312,0.0556,0.0750,0.0909,0.1458,0.1923,0.2321,0.2333,0.2344,0.2353,0.2361,0.2368,0.2375,0.2262,0.2159,0.2065,0.1979,0.1900,0.1827,0.1759,0.1696,0.1638,0.1583,0.1532,0.1484,0.1515,0.1544,0.1571,0.1597,0.1622,0.1645,0.1667,0.1688,0.1707,0.1726,0.1744,0.1761,0.1778,0.1793,0.1809,0.1823,0.1837,0.1850,0.1863,0.1875,0.1887,0.1898,0.1909,0.1920,0.1930,0.1940
tcfg CAC40,2007-12-19,5497.419922,D,-0.108030145720,,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0312,0.0556,0.0750,0.0909,0.1042,0.1154,0.1250,0.1333,0.1406,0.1471,0.1528,0.1579,0.1625,0.1667,0.1591,0.1522,0.1458,0.1400,0.1346,0.1296,0.1250,0.1207,0.1167,0.1129,0.1094,0.1061,0.1103,0.1143,0.1181,0.1216,0.1250,0.1282,0.1313,0.1341,0.1369,0.1395,0.1420,0.1444,0.1467,0.1489,0.1510,0.1531,0.1550,0.1569,0.1587,0.1604,0.1620,0.1636,0.1652,0.1667,0.1681
tcfg CAC40,2007-12-20,5511.450195,D,0.126919635335,,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1.0000,0.5000,0.3333,0.2500,0.2000,0.1667,0.1429,0.1250,0.1389,0.1500,0.1591,0.1667,0.1731,0.2143,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2391,0.2292,0.2200,0.2115,0.2037,0.1964,0.1897,0.1833,0.1774,0.1719,0.1667,0.1691,0.1714,0.1736,0.1757,0.1776,0.1795,0.1812,0.1829,0.1845,0.1860,0.1875,0.1889,0.1902,0.1915,0.1927,0.1939,0.1950,0.1961,0.1971,0.1981,0.1991,0.2000,0.2009,0.2018,0.2026
tcfg CAC40,2007-12-21,5602.77002,D,0.679645813495,,1,1,0.75,0.25,0.25,0,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0,1.0000,1.0000,0.9167,0.7500,0.6500,0.5417,0.5000,0.4688,0.5000,0.5250,0.5455,0.5625,0.5769,0.5893,0.6000,0.6094,0.6176,0.6250,0.6053,0.5875,0.5714,0.5568,0.5435,0.5312,0.5200,0.5096,0.5000,0.4911,0.4828,0.4667,0.4516,0.4375,0.4242,0.4191,0.4143,0.4097,0.4054,0.4013,0.3974,0.3937,0.3902,0.3869,0.3837,0.3807,0.3778,0.3859,0.3936,0.4010,0.4082,0.4150,0.4216,0.4279,0.4340,0.4398,0.4364,0.4330,0.4298,0.4267
tcfg CAC40,2007-12-24,5614.279785,D,0.102355242678,,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.75,0.75,0.25,0,1.0000,1.0000,1.0000,0.8125,0.7000,0.6250,0.5714,0.5312,0.5000,0.5250,0.5455,0.5625,0.5769,0.5893,0.6000,0.6094,0.6176,0.6250,0.6053,0.5875,0.5714,0.5568,0.5435,0.5312,0.5200,0.5096,0.5000,0.4911,0.4828,0.4750,0.4597,0.4453,0.4318,0.4191,0.4143,0.4097,0.4054,0.4013,0.3974,0.3937,0.3902,0.3869,0.3837,0.3807,0.3778,0.3859,0.3936,0.4010,0.4082,0.4150,0.4216,0.4279,0.4340,0.4398,0.4364,0.4330,0.4298,0.4267
tcfg CAC40,2007-12-27,5627.47998,D,0.117020528506,,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0,0.75,0.75,0.75,0.75,0.25,0,1.0000,1.0000,1.0000,1.0000,0.8500,0.7500,0.6786,0.6250,0.5833,0.6000,0.6136,0.6250,0.6346,0.6429,0.6500,0.6562,0.6618,0.6667,0.6711,0.6750,0.6786,0.6818,0.6848,0.6667,0.6500,0.6346,0.6204,0.6071,0.5948,0.5833,0.5726,0.5547,0.5379,0.5221,0.5143,0.5069,0.5000,0.5066,0.5128,0.5188,0.5244,0.5298,0.5349,0.5398,0.5444,0.5489,0.5532,0.5573,0.5612,0.5650,0.5686,0.5721,0.5755,0.5787,0.5818,0.5759,0.5702,0.5647
tcfg CAC40,2007-12-28,5627.25,D,-0.002043362933,,1,1,1,1,0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0,0.75,0.75,0.75,0.75,0.25,0,1.0000,1.0000,1.0000,1.0000,0.9500,0.8333,0.7500,0.6875,0.6389,0.6000,0.6136,0.6250,0.6346,0.6429,0.6500,0.6562,0.6618,0.6667,0.6711,0.6750,0.6786,0.6818,0.6848,0.6875,0.6700,0.6538,0.6389,0.6250,0.6121,0.6000,0.5887,0.5781,0.5606,0.5441,0.5286,0.5208,0.5135,0.5066,0.5128,0.5188,0.5244,0.5298,0.5349,0.5398,0.5444,0.5489,0.5532,0.5573,0.5612,0.5650,0.5686,0.5721,0.5755,0.5787,0.5818,0.5759,0.5702,0.5647
tcfg CAC40,2007-12-31,5614.080078,D,-0.116487941798,,0,0.75,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.75,0.75,0.25,0,0.0000,0.3750,0.5833,0.6875,0.7500,0.6667,0.6071,0.5625,0.5278,0.5000,0.5227,0.5417,0.5577,0.5714,0.5833,0.5938,0.6029,0.6111,0.6184,0.6250,0.6071,0.5909,0.5761,0.5625,0.5500,0.5385,0.5278,0.5179,0.5086,0.5000,0.4919,0.4844,0.4773,0.4632,0.4500,0.4444,0.4392,0.4342,0.4295,0.4250,0.4207,0.4167,0.4128,0.4091,0.4056,0.4022,0.4096,0.4167,0.4235,0.4300,0.4363,0.4423,0.4481,0.4537,0.4591,0.4643,0.4605,0.4569
tcfg CAC40,2008-01-02,5550.359863,D,-0.513523564367,,0,0,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0833,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2857,0.3167,0.3438,0.3676,0.3889,0.4079,0.4000,0.3929,0.3864,0.3804,0.3750,0.3700,0.3654,0.3611,0.3571,0.3534,0.3500,0.3468,0.3438,0.3409,0.3382,0.3286,0.3194,0.3176,0.3158,0.3141,0.3125,0.3110,0.3095,0.3081,0.3068,0.3056,0.3043,0.3032,0.3021,0.3010,0.3000,0.2990,0.2981,0.2972,0.2963,0.2955,0.2946,0.2939,0.2931
tcfg CAC40,2008-01-03,5546.080078,D,-0.038535030573,,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0625,0.1000,0.1250,0.1429,0.1562,0.1667,0.1500,0.1364,0.1458,0.1538,0.1607,0.1667,0.2031,0.2353,0.2639,0.2895,0.3125,0.3095,0.3068,0.3043,0.3021,0.3000,0.2981,0.2963,0.2946,0.2931,0.2917,0.2903,0.2891,0.2879,0.2868,0.2857,0.2778,0.2703,0.2697,0.2692,0.2687,0.2683,0.2679,0.2674,0.2670,0.2667,0.2663,0.2660,0.2656,0.2653,0.2650,0.2647,0.2644,0.2642,0.2639,0.2636,0.2634,0.2632,0.2629
tcfg CAC40,2008-01-04,5446.790039,D,-0.713921774175,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0192,0.0357,0.0500,0.0625,0.0735,0.0833,0.0921,0.1000,0.1071,0.1136,0.1196,0.1250,0.1300,0.1346,0.1389,0.1429,0.1466,0.1500,0.1452,0.1406,0.1364,0.1324,0.1286,0.1250,0.1216,0.1250,0.1282,0.1313,0.1341,0.1369,0.1395,0.1420,0.1444,0.1467,0.1489,0.1510,0.1531,0.1550,0.1569,0.1587,0.1604,0.1620,0.1636,0.1652,0.1667,0.1681
tcfg CAC40,2008-01-07,5452.830078,D,0.055389110304,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0192,0.0357,0.0500,0.0625,0.0735,0.0833,0.0921,0.1000,0.1071,0.1136,0.1196,0.1250,0.1300,0.1346,0.1389,0.1429,0.1466,0.1500,0.1532,0.1484,0.1439,0.1397,0.1357,0.1319,0.1284,0.1250,0.1282,0.1313,0.1341,0.1369,0.1395,0.1420,0.1444,0.1467,0.1489,0.1510,0.1531,0.1550,0.1569,0.1587,0.1604,0.1620,0.1636,0.1652,0.1667,0.1681
tcfg CAC40,2008-01-08,5495.669922,D,0.373790588992,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0,1.0000,0.5000,0.3333,0.2500,0.2000,0.1667,0.1429,0.1250,0.1111,0.1000,0.0909,0.0833,0.0769,0.0893,0.1000,0.1094,0.1176,0.1250,0.1316,0.1375,0.1429,0.1477,0.1522,0.1562,0.1600,0.1635,0.1667,0.1696,0.1724,0.1750,0.1774,0.1797,0.1742,0.1691,0.1643,0.1597,0.1554,0.1513,0.1538,0.1562,0.1585,0.1607,0.1628,0.1648,0.1667,0.1685,0.1702,0.1719,0.1735,0.1750,0.1765,0.1779,0.1792,0.1806,0.1818,0.1830,0.1842,0.1853
tcfg CAC40,2008-01-09,5435.419922,D,-0.499139021470,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0179,0.0333,0.0469,0.0588,0.0694,0.0789,0.0875,0.0952,0.1023,0.1087,0.1146,0.1200,0.1250,0.1296,0.1339,0.1379,0.1417,0.1452,0.1484,0.1515,0.1471,0.1429,0.1389,0.1351,0.1316,0.1282,0.1250,0.1220,0.1250,0.1279,0.1307,0.1333,0.1359,0.1383,0.1406,0.1429,0.1450,0.1471,0.1490,0.1509,0.1528,0.1545,0.1562,0.1579,0.1595
tcfg CAC40,2008-01-10,5400.430176,D,-0.311194926061,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0147,0.0278,0.0395,0.0500,0.0595,0.0682,0.0761,0.0833,0.0900,0.0962,0.1019,0.1071,0.1121,0.1167,0.1210,0.1250,0.1212,0.1176,0.1143,0.1111,0.1081,0.1053,0.1026,0.1000,0.0976,0.0952,0.0988,0.1023,0.1056,0.1087,0.1117,0.1146,0.1173,0.1200,0.1225,0.1250,0.1274,0.1296,0.1318,0.1339,0.1360,0.1379
tcfg CAC40,2008-01-11,5371.410156,D,-0.262398459996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0049,0.0096,0.0142,0.0185,0.0227,0.0268,0.0307,0.0345
tcfg CAC40,2008-01-14,5403.509766,D,0.290214600859,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0,1.0000,0.5000,0.3333,0.2500,0.2000,0.1667,0.1429,0.1250,0.1111,0.1000,0.0909,0.0833,0.0769,0.0714,0.0667,0.0625,0.0588,0.0694,0.0789,0.0875,0.0952,0.1023,0.1087,0.1146,0.1200,0.1250,0.1296,0.1339,0.1379,0.1417,0.1452,0.1484,0.1515,0.1544,0.1500,0.1458,0.1419,0.1382,0.1346,0.1313,0.1280,0.1250,0.1221,0.1250,0.1278,0.1304,0.1330,0.1354,0.1378,0.1400,0.1422,0.1442,0.1462,0.1481,0.1500,0.1518,0.1535,0.1552
tcfg CAC40,2008-01-15,5250.819824,D,-0.888103613249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg CAC40,2008-01-16,5225.390137,D,-0.237525183321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg CAC40,2008-01-17,5157.089844,D,-0.574049939109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg CAC40,2008-01-18,5092.399902,D,-0.556117214364,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg CAC40,2008-01-21,4744.450195,D,-0.997846488820,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg CAC40,2008-01-22,4842.540039,D,0.775400986062,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg CAC40,2008-01-23,4636.759766,D,-0.971856890826,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg CAC40,2008-01-24,4915.290039,U,0.995089176862,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.6250,0.4167,0.3125,0.2500,0.2083,0.1786,0.1562,0.1389,0.1250,0.1136,0.1042,0.0962,0.0893,0.0833,0.0781,0.0735,0.0694,0.0658,0.0625,0.0595,0.0568,0.0543,0.0521,0.0500,0.0481,0.0463,0.0446,0.0431,0.0417,0.0403,0.0391,0.0379,0.0368,0.0357,0.0347,0.0338,0.0329,0.0321,0.0312,0.0305,0.0298,0.0291,0.0284,0.0278,0.0272,0.0266,0.0260,0.0255,0.0250,0.0245,0.0240,0.0236,0.0231,0.0227,0.0223,0.0219,0.0216
tcfg CAC40,2008-01-25,4878.120117,U,-0.361060701251,,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0.7500,0.5625,0.4500,0.3750,0.3214,0.2812,0.2500,0.2250,0.2045,0.1875,0.1731,0.1607,0.1500,0.1406,0.1324,0.1250,0.1184,0.1125,0.1071,0.1023,0.0978,0.0938,0.0900,0.0865,0.0833,0.0804,0.0776,0.0750,0.0726,0.0703,0.0682,0.0662,0.0643,0.0625,0.0608,0.0592,0.0577,0.0563,0.0549,0.0536,0.0523,0.0511,0.0500,0.0489,0.0479,0.0469,0.0459,0.0450,0.0441,0.0433,0.0425,0.0417,0.0409,0.0402,0.0395,0.0388
